Index,Name,Year,Location,Citation,ACM Fellow Profile,Google Scholar Profile,Affiliation,Interests
657,Gerard Holzmann,2011,USA,For contributions to software verification by model checking.,https://awards.acm.org/award-recipients/holzmann_1625680,https://scholar.google.com/citations?user=thNT9QYAAAAJ,Nimble Research,Software verification logic model checking
658,Guy Blelloch,2011,USA,For contributions to parallel computing.,https://awards.acm.org/award-recipients/blelloch_3352499,https://scholar.google.com/citations?user=Z6nLCukAAAAJ,"Professor of Computer Science, Carnegie Mellon University",Algorithms Programming Languages Parallelism
659,Howard J Karloff,2011,USA,For contributions to the design and analysis of algorithms.,https://awards.acm.org/award-recipients/karloff_2184786,,,[]
660,Hugues Hoppe,2011,USA,For contributions to computer graphics.,https://awards.acm.org/award-recipients/hoppe_4601894,https://scholar.google.com/citations?user=RXrifC8AAAAJ,Computer science researcher,Computer Graphics Geometry Processing Geometric Modeling Computer Vision
661,Janos Pach,2011,Hungary,For contributions to computational geometry.,https://awards.acm.org/award-recipients/pach_3536786,https://scholar.google.com/citations?user=uOC_Z8QAAAAJ,Ecole Polytechnique Federale de Lausanne and Renyi Institute Budapest,Discrete Geometry Computational Geometry Combinatorics Graph Drawing
662,John Sanguinetti,2011,USA,For contributions to hardware simulation.,https://awards.acm.org/award-recipients/sanguinetti_1372366,https://scholar.google.com/citations?user=4kn5RI0AAAAJ,"Senior Economist, Banco de España-Eurosystem",Economics Law & Economics institutions
663,Joseph Mitchell ,2011,USA,For contributions to geometric computing and approximation algorithms.,https://awards.acm.org/award-recipients/mitchell_3261294,https://scholar.google.com/citations?user=KICA5DoAAAAJ,"Distinguished Professor, Applied Mathematics and Computer Science, Stony Brook …",algorithms computational geometry networks
664,Keith Marzullo,2011,USA,For contributions to distributed systems and service to the computing community.,https://awards.acm.org/award-recipients/marzullo_3051828,https://scholar.google.com/citations?user=hWzTk6MAAAAJ,"Professor and Dean, College of Information Studies, University of Maryland",Distributed systems and algorithms cybersecurity privacy
665,Linda Petzold,2011,USA,For contributions to computational science.,https://awards.acm.org/award-recipients/petzold_4496873,https://scholar.google.com/citations?user=6IxWYR0AAAAJ,"Professor, University of California Santa Barbara",Computational science and engineering Quantitative biology
666,Margo Seltzer,2011,USA,For contributions to data management and computing systems.,https://awards.acm.org/award-recipients/seltzer_4169694,https://scholar.google.com/citations?user=XeyiyUYAAAAJ,University of British Columbia,Systems of all sorts
667,Martha Pollack,2011,USA,For contributions to planning systems design and for service to the computing community.,https://awards.acm.org/award-recipients/pollack_9212507,https://scholar.google.com/citations?user=5oU0wxcAAAAJ,"Provost, Professor of Computer Science and Engineering, Professor of Information …",Artificial Intelligence
668,Ming C Lin,2011,USA,For contributions to geometric modeling and computer graphics.,https://awards.acm.org/award-recipients/lin_5364120,https://scholar.google.com/citations?user=HfDqADkAAAAJ,National Yang Ming Chiao Tung University,Chemistry
669,Nelson Max,2011,USA,For contributions to visualization tools and computer animation.,https://awards.acm.org/award-recipients/max_1735901,https://scholar.google.com/citations?user=di1ip9IAAAAJ,"University of California, Davis",computer graphics and animation scientific visualization
670,Peter Magnusson,2011,Sweden,For contributions to full-system simulation.,https://awards.acm.org/award-recipients/magnusson_4793956,https://scholar.google.com/citations?user=DYwLYXQAAAAJ,University of Copenhagen,
671,Prof. Diane L Souvaine,2011,USA,For contributions to computational geometry and for service on behalf of the computing community.,https://awards.acm.org/award-recipients/souvaine_N960492,,,[]
672,Ramesh Govindan,2011,USA,For contributions to computer networking.,https://awards.acm.org/award-recipients/govindan_5808456,https://scholar.google.com/citations?user=ZTkRs84AAAAJ,"Professor of Computer Science, University of Southern California",Computer Networks
673,Robert Kraut,2011,USA,For contributions to human-computer interaction.,https://awards.acm.org/award-recipients/kraut_1476423,https://scholar.google.com/citations?user=HKGYvu4AAAAJ,"Herbert A. Simon University Professor Emeritus,  Human-Computer  Interaction Institute …",Social computing computer-supported cooperative work Human-Computer  Interaction Online communities Interpersonal communicat
674,Ronald M Baecker,2011,USA,"For contributions to human-computer interaction and computer animation.
",https://awards.acm.org/award-recipients/baecker_1649771,,,[]
675,Scott Kirkpatrick,2011,USA,For simulated annealing and contributions to combinatorial optimization.,https://awards.acm.org/award-recipients/kirkpatrick_CR61160,https://scholar.google.com/citations?user=qlKWTsUAAAAJ,"Professor, School of Engineering and Computer Science, Hebrew University",condensed matter physics computer science optimization networks
676,Serge Abiteboul,2011,France,For contributions to the theory and practice of databases.,https://awards.acm.org/award-recipients/abiteboul_NB53173,https://scholar.google.com/citations?user=lk_jn24AAAAJ,INRIA Saclay,data bases
677,Shubu Mukherjee,2011,USA,For contributions to modeling and design of high-performance and soft-error tolerant microarchitectures.,https://awards.acm.org/award-recipients/mukherjee_4035622,,,[]
678,Stephen Keckler,2011,USA,For contributions to computer architectures and technology modeling.,https://awards.acm.org/award-recipients/keckler_4044954,https://scholar.google.com/citations?user=PpjjRvoAAAAJ,"Vice President of Architecture Research, NVIDIA",computer architecture
679,Susan Landau,2011,USA,For public policy leadership in security and privacy.,https://awards.acm.org/award-recipients/landau_2455723,https://scholar.google.com/citations?user=XEkZho4AAAAJ,"University of California, Berkeley",neuroscience neuroimaging Alzheimer's disease aging memory
680,Thomas Ball,2011,USA,For contributions to software analysis and defect detection.,https://awards.acm.org/award-recipients/ball_3707775,https://scholar.google.com/citations?user=d2f0VUQAAAAJ,Microsoft Research,Program analysis verification testing CS education
681,Zehra Ozsoyoglu,2011,Turkey,For contributions to database management systems.,https://awards.acm.org/award-recipients/ozsoyoglu_1485481,,,[]
682,Amr El Abbadi,2010,USA,For contributions to scalable and fault-tolerant data management protocols,https://awards.acm.org/award-recipients/elabbadi_3151693,https://scholar.google.com/citations?user=tNmIw4MAAAAJ,"Professor of Computer Science, UC Santa Barbara",Databases Distributed systems social NW cloud computing
683,Andreas Zeller,2010,Germany,"For contributions to automated debugging, and to mining software archives.",https://awards.acm.org/award-recipients/zeller_4138319,https://scholar.google.com/citations?user=-Qytr_YAAAAJ,"Faculty, CISPA Helmholtz Center for Information Security • Professor, Saarland University",Software Engineering Program Analysis Software Testing Automated Debugging Software Security
684,Anne Condon,2010,Canada,"For contributions in complexity theory and leadership in advancing women in computing.
",https://awards.acm.org/award-recipients/condon_3131430,https://scholar.google.com/citations?user=SO_j4zwAAAAJ,"Professor of Computer Science, University of British Columbia",Algorithms Complexity Theory DNA Computing Molecular Programming Formal Verification
685,Carla S. Ellis,2010,USA,"For contributions to techniques for energy management technology in mobile devices, and for service to the computing community.",https://awards.acm.org/award-recipients/ellis_1446368,,,[]
686,Christos Faloutsos,2010,USA,"For contributions to data mining, indexing, fractals, and power laws.",https://awards.acm.org/award-recipients/faloutsos_2583805,https://scholar.google.com/citations?user=nd8lQQIAAAAJ,CMU,Data Mining Graph Mining Databases
687,Daniel A Spielman,2010,USA,For contributions to the design and analysis of algorithms.,https://awards.acm.org/award-recipients/spielman_4518643,,,[]
688,David A Abramson,2010,Australia,For contributions to software engineering tools and techniques for high performance and distributed supercomputers.,https://awards.acm.org/award-recipients/abramson_2140366,,,[]
689,David M Ungar,2010,USA,For contributions to the design and implementation of object-oriented programming languages,https://awards.acm.org/award-recipients/ungar_1458462,,,[]
690,Dieter Rombach ,2010,Germany,"For contributions to empirical software engineering research and its successful application to industrial practice. 
",https://awards.acm.org/award-recipients/rombach_1728062,https://scholar.google.com/citations?user=T_618nIAAAAJ,"Professor of Computer Science, University of Kaiserslautern",Software Engineering Processes Measurement
691,Donald Kossmann,2010,Switzerland,For advances in XML data management and distributed information systems.,https://awards.acm.org/award-recipients/kossmann_4175188,,,[]
692,Douglas C Burger,2010,USA,For contributions to distributed microprocessor architectures and memory systems.,https://awards.acm.org/award-recipients/burger_4123196,,,[]
693,Dr. Lorenzo Alvisi,2010,Italy,"For contributions to fault-tolerant distributed computing, bridging theory and practice.",https://awards.acm.org/award-recipients/alvisi_CR82226,https://scholar.google.com/citations?user=TIGS4c8AAAAJ,"Tisch University Professor of Computer Science, Cornell University",Distributed Computing
694,Fernando Pereira,2010,USA,For contributions to machine-learning models of natural language and biological sequences.,https://awards.acm.org/award-recipients/pereira_5799408,https://scholar.google.com/citations?user=qWDmIgIAAAAJ,"VP, Google",Machine Learning Computational Linguistics Speech Recognition Artificial Intelligence Bioinformatics
